gene,uniprot,text_call,confidence,text_dead_final,rationale_pass2,func_excerpt
CASP7,P55210,active,high,False,,"Thiol protease involved in different programmed cell death processes, such as apoptosis, pyroptosis or granzyme-mediated"
CASP10,Q92851,active,high,False,,Involved in the activation cascade of caspases responsible for apoptosis execution. Recruited to both Fas- and TNFR-1 re
CASP14,P31944,active,high,False,,Non-apoptotic caspase involved in epidermal differentiation. Is the predominant caspase in epidermal stratum corneum. Se
CFLAR,O15519,ambiguous,low,False,,Apoptosis regulator protein which may function as a crucial link between cell survival and cell death pathways in mammal
DUSP14,O95147,active,high,False,,"Involved in the inactivation of MAP kinases. Dephosphorylates ERK, JNK and p38 MAP-kinases. Plays a negative role in TCR"
DUSP18,Q8NEJ0,active,high,False,,"Can dephosphorylate single and diphosphorylated synthetic MAPK peptides, with preference for the phosphotyrosine and dip"
DUSP4,Q13115,active,high,False,,Regulates mitogenic signal transduction by dephosphorylating both Thr and Tyr residues on MAP kinases ERK1 and ERK2..
DUSP5,Q16690,active,high,False,,"Dual specificity protein phosphatase; active with phosphotyrosine, phosphoserine and phosphothreonine residues. The high"
DUSP1,P28562,active,high,False,,"Dual specificity phosphatase that dephosphorylates MAP kinase MAPK1/ERK2 on both 'Thr-183' and 'Tyr-185', regulating its"
OC90,Q02509,inactive,high,True,Explicitly states unlikely this protein has phospholipase A2 activity,"Major protein of the otoconia, a calcium carbonate structure in the saccule and utricle of the ear. Together with OTOL1,"
PLA2G1B,P04054,active,high,False,,Secretory calcium-dependent phospholipase A2 that primarily targets dietary phospholipids in the intestinal tract. Hydro
PLA2G2A,P14555,active,high,False,,Secretory calcium-dependent phospholipase A2 that primarily targets extracellular phospholipids with implications in hos
PLA2G2D,Q9UNK4,active,high,False,,"Secretory calcium-dependent phospholipase A2 that primarily targets extracellular lipids, exerting anti-inflammatory and"
PLA2G2F,Q9BZM2,active,high,False,,Secretory calcium-dependent phospholipase A2 that primarily targets extracellular phospholipids. Hydrolyzes the ester bo
PLA2G2E,Q9NZK7,active,high,False,,Secretory calcium-dependent phospholipase A2 that primarily targets extracellular phospholipids. Hydrolyzes the ester bo
PLA2G10,O15496,active,high,False,,Secretory calcium-dependent phospholipase A2 that primarily targets extracellular phospholipids. Hydrolyzes the ester bo
PLA2G5,P39877,active,high,False,,Secretory calcium-dependent phospholipase A2 that primarily targets extracellular phospholipids. Hydrolyzes the ester bo
PLA2G2C,Q5R387,inactive,high,True,"Directly states protein is inactive phospholipase, lacking catalytic activity.",Inactive phospholipase..
PPT2,Q9UMR5,inactive,high,True,"Isoform 2 explicitly stated catalytically inactive, lacks active site His-283",Catalyzes the cleavage of thioester bonds from S-palmitoyl-CoA or S-palmitoyl-N-acetylcysteamine (unbranched structures)
PPT1,P50897,active,high,False,,"Has thioesterase activity against fatty acid thioesters with 14 -18 carbons, including palmitoyl-CoA, S-palmitoyl-N-acet"
NOS3,P29474,ambiguous,med,False,,Produces nitric oxide (NO) which is implicated in vascular smooth muscle relaxation through a cGMP-mediated signal trans
NOS1,P29475,ambiguous,med,False,,Produces nitric oxide (NO) which is a messenger molecule with diverse functions throughout the body. In the brain and pe
NOS2,P35228,active,high,False,,"Produces nitric oxide (NO) which is a messenger molecule with diverse functions throughout the body. In macrophages, NO "
IARS1,P41252,active,high,False,,Catalyzes the specific attachment of an amino acid to its cognate tRNA in a 2 step reaction: the amino acid (AA) is firs
VARS1,P26640,active,high,False,,Catalyzes the attachment of valine to tRNA(Val)..
IARS2,Q9NSE4,active,high,False,,Aminoacyl-tRNA synthetase that catalyzes the specific attachment of isoleucine to its cognate tRNA (tRNA(Ile))..
VARS2,Q5ST30,active,high,False,,Catalyzes the attachment of valine to tRNA(Val) in a two-step reaction: valine is first activated by ATP to form Val-AMP
LARS1,Q9P2J5,active,high,False,,Aminoacyl-tRNA synthetase that catalyzes the specific attachment of leucine to its cognate tRNA (tRNA(Leu)). It performs
MARS1,P56192,active,high,False,,Catalyzes the specific attachment of L-methionine to its cognate tRNA in a 2 step reaction: the amino acid (AA) is first
CTH,P32929,active,high,False,,Catalyzes the last step in the trans-sulfuration pathway from L-methionine to L-cysteine in a pyridoxal-5'-phosphate (PL
SND1,Q7KZF4,active,high,False,,Endonuclease that mediates miRNA decay of both protein-free and AGO2-loaded miRNAs. As part of its function in miRNA dec
PGD,P52209,active,high,False,,"Catalyzes the oxidative decarboxylation of 6-phosphogluconate to ribulose 5-phosphate and CO(2), with concomitant reduct"
ACYP2,P14621,active,high,False,,catalyzes the hydrolysis of acylphosphates compounds containing a carboxylphosphate bond..
NAT2,P11245,active,high,False,,Catalyzes the N- or O-acetylation of various arylamine and heterocyclic amine substrates. Participates in the detoxifica
NAT1,P18440,active,high,False,,Participates in the detoxification of a plethora of hydrazine and arylamine drugs. Catalyzes the N- or O-acetylation of 
PAPOLA,P51003,active,high,False,,Polymerase that creates the 3'-poly(A) tail of mRNA's. Also required for the endoribonucleolytic cleavage reaction at so
PAPOLG,Q9BWT3,active,high,False,,Responsible for the post-transcriptional adenylation of the 3'-terminal of mRNA precursors and several small RNAs includ
KIF5C,O60282,active,high,False,,Microtubule-associated force-producing protein that may play a role in organelle transport. Has ATPase activity (By simi
KIF5B,P33176,active,high,False,,Microtubule-dependent motor required for normal distribution of mitochondria and lysosomes. Can induce formation of neur
KIF5A,Q12840,active,high,False,,"Microtubule-dependent motor required for slow axonal transport of neurofilament proteins (NFH, NFM and NFL). Can induce "
KIF3B,O15066,active,high,False,,"Microtubule-based molecular motor that transport intracellular cargos, such as vesicles, organelles and protein complexe"
KIF3A,Q9Y496,active,high,False,,"Microtubule-based anterograde translocator for membranous organelles, such as primary cilium and centriole. Shows a plus"
KIF17,Q9P2E2,inactive,high,False,No statement about this protein lacking catalytic activity,"Together with RAB23 and IFT57, it is required for the localization of specific G protein-coupled receptors, such as dopa"
KIF1B,O60333,active,high,False,,Has a plus-end-directed microtubule motor activity and functions as a motor for transport of vesicles and organelles alo
KIF1A,Q12756,active,high,False,,Kinesin motor with a plus-end-directed microtubule motor activity (By similarity). It is required for anterograde axonal
KIF1C,O43896,active,high,False,,Motor required for the retrograde transport of Golgi vesicles to the endoplasmic reticulum. Has a microtubule plus end-d
KIF18B,Q86Y91,ambiguous,med,False,,"In complex with KIF2C, constitutes the major microtubule plus-end depolymerizing activity in mitotic cells. Its major ro"
KIF4B,Q2VIQ3,ambiguous,med,False,,Iron-sulfur (Fe-S) cluster binding motor protein that has a role in chromosome segregation during mitosis (By similarity
KIF4A,O95239,active,high,False,,Iron-sulfur (Fe-S) cluster binding motor protein that has a role in chromosome segregation during mitosis. Translocates 
KIF13A,Q9H1H9,active,high,False,,Plus end-directed microtubule-dependent motor protein involved in intracellular transport and regulating various process
KIF13B,Q9NQT8,ambiguous,med,False,,Involved in reorganization of the cortical cytoskeleton. Regulates axon formation by promoting the formation of extra ax
KIF16B,Q96L93,active,high,False,,Plus end-directed microtubule-dependent motor protein involved in endosome transport and receptor recycling and degradat
KIF3C,O14782,active,med,False,,Microtubule-based anterograde translocator for membranous organelles..
KIF27,Q86VH2,ambiguous,low,False,,Plays an essential role in motile ciliogenesis..
KIF15,Q9NS87,active,high,False,,Plus-end directed kinesin-like motor enzyme involved in mitotic spindle assembly..
KIF21B,O75037,active,high,False,,Plus-end directed microtubule-dependent motor protein which displays processive activity. Is involved in regulation of m
KIF18A,Q8NI77,active,high,False,,Microtubule-depolymerizing kinesin which plays a role in chromosome congression by reducing the amplitude of preanaphase
KIF21A,Q7Z4S6,active,high,False,,Processive microtubule plus-end directed motor protein involved in neuronal axon guidance. Is recruited by KANK1 to cort
KIF11,P52732,active,high,False,,Motor protein required for establishing a bipolar spindle and thus contributing to chromosome congression during mitosis
KIF14,Q15058,active,med,False,,Microtubule motor protein that binds to microtubules with high affinity through each tubulin heterodimer and has an ATPa
KIF19,Q2TAC6,active,high,False,,Plus end-directed microtubule-dependent motor protein that regulates the length of motile cilia by mediating depolymeriz
KIF7,Q2M1P5,ambiguous,med,False,,Essential for hedgehog signaling regulation: acts both as a negative and positive regulator of sonic hedgehog (Shh) and 
KIFC3,Q9BVG8,active,high,False,,Minus-end microtubule-dependent motor protein. Involved in apically targeted transport (By similarity). Required for zon
CENPE,Q02224,active,high,False,,"Microtubule plus-end-directed kinetochore motor which plays an important role in chromosome congression, microtubule-kin"
KIF28P,B7ZC32,active,high,False,,Microtubule-dependent motor protein required for mitochondrion morphology and transport of mitochondria in neuronal cell
STARD9,Q9P2P6,active,high,False,,Microtubule-dependent motor protein required for spindle pole assembly during mitosis. Required to stabilize the pericen
KIF24,Q5T7B8,active,high,False,,Microtubule-dependent motor protein that acts as a negative regulator of ciliogenesis by mediating recruitment of CCP110
KIF9,Q9HAQ2,ambiguous,low,False,,Essential for normal male fertility and for progressive motility of spermatozoa..
KIF2A,O00139,active,high,False,,Plus end-directed microtubule-dependent motor required for normal brain development. May regulate microtubule dynamics d
KIF22,Q14807,active,high,False,,Kinesin family member that is involved in spindle formation and the movements of chromosomes during mitosis and meiosis.
KIF2B,Q8N4N8,active,high,False,,Plus end-directed microtubule-dependent motor required for spindle assembly and chromosome movement. Has microtubule dep
KIF12,Q96FN5,ambiguous,med,False,,"Involved in the negative regulation of fatty acid biosynthesis, probably acting as an adapter that allows ubiquitination"
KIF2C,Q99661,active,high,False,,"In complex with KIF18B, constitutes the major microtubule plus-end depolymerizing activity in mitotic cells. Regulates t"
KIFC1,Q9BW19,active,high,False,,Minus end-directed microtubule-dependent motor required for bipolar spindle formation. May contribute to movement of ear
KIF20A,O95235,ambiguous,med,False,,"Mitotic kinesin required for chromosome passenger complex (CPC)-mediated cytokinesis. Following phosphorylation by PLK1,"
KIF23,Q02241,active,high,False,,Component of the centralspindlin complex that serves as a microtubule-dependent and Rho-mediated signaling required for 
KIFC2,Q96AC6,ambiguous,high,False,,May play a role in microtubule-dependent retrograde axonal transport. May function as the motor for the transport of mul
KIF20B,Q96Q89,active,high,False,,Plus-end-directed motor enzyme that is required for completion of cytokinesis. Required for proper midbody organization 
KIF26B,Q2KJY2,inactive,high,True,Text states this protein seems to lack ATPase activity,Essential for embryonic kidney development. Plays an important role in the compact adhesion between mesenchymal cells ad
KIF25,Q9UIL4,active,high,False,,Minus-end microtubule-dependent motor protein (By similarity). Acts as a negative regulator of centrosome separation req
KIF26A,Q9ULI4,inactive,high,True,Lacks microtubule-based motility due to absence of ATPase activity,Atypical kinesin that plays a key role in enteric neuron development. Acts by repressing a cell growth signaling pathway
GMPPB,Q9Y5P6,active,high,False,,Catalytic subunit of the GMPPA-GMPPB mannose-1-phosphate guanylyltransferase complex. Catalyzes the formation of GDP-man
